Date,Actual,Predicted
2025-01-15,0.4592277227722772,0.39044660948118265
2025-01-16,0.5246138613861385,0.5527443959244831
2025-01-17,0.9701584158415841,0.8035198059884279
2025-01-18,0.26916831683168313,0.499262125899406
2025-01-19,0.24554455445544554,0.4392273946939771
2025-01-20,0.25742574257425743,0.40270588479704034
2025-01-21,0.3821782178217822,0.395920493351824
2025-01-22,0.37623762376237624,0.477713511015826
2025-01-23,0.592079207920792,0.47871527458054774
2025-01-24,0.9762376237623762,0.8312603772680129
2025-01-25,0.2297029702970297,0.527790754316354
2025-01-26,0.2514851485148515,0.4041976032156133
2025-01-27,0.2514851485148515,0.3912996785510495
2025-01-28,0.4079207920792079,0.3732773425773843
2025-01-29,0.24356435643564356,0.48305746609459305
2025-01-30,0.4415841584158416,0.3765696791244179
2025-01-31,0.9445544554455445,0.778261174000472
2025-02-01,0.22968316831683167,0.38058135217782646
2025-02-02,0.3029306930693069,0.32560839435798217
2025-02-03,0.2593861386138614,0.3679217272374932
2025-02-04,0.38413861386138615,0.3419461732530061
2025-02-05,0.3683168316831683,0.40925468995459713
2025-02-06,0.3940594059405941,0.4326418405707883
2025-02-07,0.9306930693069307,0.852662178224217
2025-02-08,0.22178217821782178,0.3848233365107936
2025-02-09,0.3346534653465347,0.3184322524599112
2025-02-10,0.3702970297029703,0.38091315226597244
2025-02-11,0.3504950495049505,0.4141961378614196
2025-02-12,0.3108910891089109,0.3950385806274127
2025-02-13,0.5485148514851486,0.634769654837631
2025-02-14,0.9582970297029707,0.9026794005484169
2025-02-15,0.2316831683168317,0.4153456048456694
2025-02-16,0.36633663366336633,0.32622182278712325
2025-02-17,0.22178217821782178,0.40629583494084676
2025-02-18,0.3504950495049505,0.2868577280096093
2025-02-19,0.22772277227722773,0.378113831599039
2025-02-20,0.3900990099009901,0.33232881714614887
2025-02-21,0.9405940594059405,0.8575147579805147
2025-02-22,0.2376237623762376,0.3990198827534288
2025-02-23,0.41188118811881186,0.32063579501518497
2025-02-24,0.2891089108910891,0.42059602016643594
2025-02-25,0.38415841584158417,0.3337115017933195
2025-02-26,0.3564356435643564,0.38296543456387755
2025-02-27,0.7386138613861386,0.3917376908882867
2025-02-28,0.9544356435643564,0.9648201663164677
2025-03-01,0.15247524752475247,0.36213529653133336
2025-03-02,0.15247524752475247,0.30188732570250293
2025-03-03,0.11485148514851486,0.21822143871056443
2025-03-04,0.12673267326732673,0.19977054102214636
2025-03-05,0.2215841584158415,0.21533879929908545
2025-03-06,0.8196633663366337,0.3876933453765299
2025-03-07,0.9127326732673268,0.9569990167155051
2025-03-08,0.16829702970297028,0.250166799637276
2025-03-09,0.1663168316831683,0.25849463592070904
2025-03-10,0.15641584158415842,0.22930280509163464
2025-03-11,0.023762376237623763,0.2137435463435272
2025-03-12,0.023762376237623763,0.1466054711621041
2025-03-13,0.1900990099009901,0.2710841230486487
2025-03-14,0.9386138613861386,0.5353131481004646
2025-03-15,0.04554455445544554,0.5413955952355035
2025-03-16,0.10635643564356419,0.21502290766444987
2025-03-17,0.5066336633663435,0.22921705498948058
2025-03-18,0.1801980198019802,0.38341689319294525
2025-03-19,0.1782178217821782,0.22682925127479503
2025-03-20,0.3207920792079208,0.22886813341491674
2025-03-21,0.9326732673267327,0.8584759416450253
2025-03-22,0.019801980198019802,0.1793285958035019
2025-03-23,0.06889108910891084,0.18299844854211744
2025-03-24,0.2063168316831676,0.19323788409346931
2025-03-25,0.42283168316831876,0.24199876332247633
2025-03-26,0.5412475247524778,0.3479685049463029
2025-03-27,0.4484752475247533,0.45054181820108546
2025-03-28,0.9619801980198017,0.8969774526206642
2025-03-29,0.06297029702970292,0.22679205401976743
2025-03-30,0.013861386138613862,0.19501751696057984
2025-03-31,0.013861386138613862,0.12468416119771036
2025-04-01,0.013861386138613862,0.09895185279235064
2025-04-02,0.30865346534653454,0.15660769824238474
2025-04-03,0.6950099009900991,0.38780001378153584
2025-04-04,0.9623366336633664,0.9667847570389511
2025-04-05,0.06532673267326732,0.11488271748140871
2025-04-06,0.03564356435643564,0.10916424960373583
2025-04-07,0.03958415841584159,0.10487041309127781
2025-04-08,0.04156435643564357,0.08859132071500642
2025-04-09,0.06724752475247525,0.11679439962466215
2025-04-10,0.17786138613861371,0.2686917889996855
2025-04-11,0.9421386138613875,0.8111057133251968
2025-04-12,0.9421386138613875,0.6558499541559158
2025-04-13,0.6094653465346541,0.44076544788523675
2025-04-14,0.6233465346534657,0.515898768542582
2025-04-15,0.7480792079207925,0.5598364687358087
2025-04-16,0.7272871287128717,0.6421406625781122
2025-04-17,0.8055049504950501,0.6659218264543482
2025-04-18,0.811445544554456,0.6147947319122621
2025-04-19,0.3064950495049503,0.7689979886556148
2025-04-20,0.28053465346534623,0.4871877026638267
2025-04-21,0.18376237623762362,0.3297917400911674
2025-04-22,0.10461386138613847,0.27940912131600465
2025-04-23,0.029683168316831685,0.2175669736650342
2025-04-24,0.05148514851485148,0.20407267991650258
2025-04-25,0.9521782178217809,0.528482046464254
2025-04-26,0.023762376237623763,0.351379966928974
2025-04-27,0.3417425742574268,0.16007066982619783
2025-04-28,0.07524752475247524,0.3601291454487464
2025-04-29,0.08514851485148515,0.1583631794766544
2025-04-30,0.3782178217821782,0.15506960491996924
2025-05-01,0.29504950495049503,0.31454926324742566
2025-05-02,0.9643564356435643,0.8678524364401825
2025-05-03,0.10891089108910891,0.12018692924045504
2025-05-04,0.12079207920792079,0.22897873218254883
2025-05-05,0.1485148514851485,0.15814768146646568
2025-05-06,0.1485148514851485,0.1719310700477592
2025-05-07,0.1603960396039604,0.22155717394477636
2025-05-08,0.7722772277227723,0.23983160093771905
2025-05-09,0.9742574257425742,0.9255534579745134
2025-05-10,0.02574257425742574,0.20006031161872984
2025-05-11,0.053405940594059405,0.1311314378086676
2025-05-12,0.047524752475247525,0.4600967774322372
2025-05-13,0.07722772277227723,0.09985944971809796
2025-05-14,0.23748514851485142,0.13487710813881582
2025-05-15,0.2949108910891088,0.4024154850641085
2025-05-16,0.9464752475247526,0.6202457867180909
2025-05-17,0.04554455445544554,0.11683070785227706
2025-05-18,0.06930693069306931,0.16642717916742356
2025-05-19,0.07722772277227723,0.14524476791334262
2025-05-20,0.10297029702970296,0.1511939128714176
2025-05-21,0.4553069306930698,0.19376258594047258
2025-05-22,0.30831683168316804,0.45253625032604006
2025-05-23,0.9320594059405964,0.853244020236964
2025-05-24,0.19344554455445512,0.151575017368491
2025-05-25,0.3168118811881188,0.24724981149093006
2025-05-26,0.2910693069306931,0.29244256426776494
2025-05-27,0.31287128712871287,0.27472142388961923
2025-05-28,0.15419801980198006,0.3565060948183877
2025-05-29,0.20766336633663354,0.2273254850257782
2025-05-30,0.8948514851485155,0.7763276250164955
2025-05-31,0.5146534653465346,0.2575549493095046
2025-07-10,0.5948118811881207,0.40421066170649084
2025-07-11,0.8105544554455457,0.757853908326647
2025-07-12,0.24029702970296973,0.3037871388658862
2025-07-13,0.27394059405940546,0.421116867828087
2025-07-14,0.5630297029702964,0.2995887940093746
2025-07-15,0.35908910891089046,0.5409966709959216
2025-07-16,0.20396039603960395,0.3962119415396934
2025-07-17,0.48316831683168315,0.3112604540623552
2025-07-18,0.8667920792079205,0.6992702278126475
2025-07-19,0.1440198019801979,0.3457218070726653
2025-07-20,0.7272871287128709,0.32550732578768904
2025-07-21,0.46322772277227714,0.6874118358105391
2025-07-22,0.6961386138613888,0.48181499828961605
2025-07-23,0.8960396039603931,0.6705809892148271
2025-07-24,0.6981980198019831,0.8101519177545025
2025-07-25,0.8450099009900964,0.8119670753764572
2025-07-26,0.16778217821782151,0.48034915171344017
2025-07-27,0.7737227722772252,0.43250582520545666
2025-07-28,0.4450099009900987,0.77418019396329
2025-07-29,0.761841584158415,0.5029472857948327
2025-07-30,0.3240198019801977,0.7361891322783455
2025-07-31,0.5785148514851495,0.4244242209577489
2025-08-01,0.8022574257425753,0.6888988443234013
2025-08-02,0.3864158415841583,0.3359238798880848
2025-08-03,0.29182178217821714,0.532837267335683
2025-08-04,0.7944752475247486,0.3214826389686417
2025-08-05,0.8817425742574155,0.7276306671231343
2025-08-06,0.7471287128712895,0.8026096031946927
2025-08-07,0.7136039603960389,0.7262372978794782
2025-08-08,0.8106534653465339,0.7559309460698088
2025-08-09,0.31164356435643503,0.5372174533423141
2025-08-10,0.9666930693069314,0.5156661524688191
2025-08-11,0.9647128712871296,0.8801688372480951
2025-08-12,0.940257425742574,0.865289474764287
2025-08-13,0.8947128712871285,0.8697275631661965
2025-08-14,0.811821782178218,0.8523346817664406
2025-08-15,0.807861386138614,0.8370097062154759
2025-08-16,0.005940594059405941,0.617720429500999
2025-08-17,0.7662970297029703,0.477886810838602
2025-08-18,0.6653069306930693,0.7541532404521265
2025-08-19,0.605861386138614,0.6792446519508116
2025-08-20,0.5385346534653466,0.6278391284490685
2025-08-21,0.697029702970297,0.5725101173336671
2025-08-22,0.7900990099009901,0.6686260204982173
2025-08-23,0.11287128712871287,0.34299529239752297
2025-08-24,0.6118613861386138,0.4078117688612727
2025-08-25,0.7286930693069307,0.6130565162192961
2025-08-26,0.803940594059406,0.7071193091679397
2025-08-27,0.39603960396039606,0.7680651788917837
2025-08-28,0.9108514851485149,0.4946197520477866
2025-08-29,0.7920594059405941,0.8105682169175898
2025-08-30,0.10091089108910889,0.419241823536257
2025-08-31,0.3146138613861386,0.4120446648593382
2025-09-01,0.38590099009900997,0.3721759103145492
2025-09-02,0.3245148514851485,0.4393619128622476
2025-09-03,0.40742574257425834,0.4048618850270621
2025-09-04,0.9603762376237623,0.48366065480939796
2025-09-05,0.8831485148514852,0.7628499113483853
2025-09-06,0.047504950495049506,0.29218849840932504
2025-09-07,0.3923960396039638,0.3523297840770835
2025-09-08,0.4890891089108911,0.44191233843486777
2025-09-09,0.4929504950495051,0.5475313925707536
2025-09-10,0.6686138613861387,0.569512693884854
2025-09-11,0.9366336633663367,0.652853335931557
2025-09-12,0.801980198019802,0.8640625812856746
2025-09-13,0.04554455445544554,0.31117319217149864
2025-09-14,0.3997623762376274,0.3875723419028811
2025-09-15,0.16827722772277226,0.4626072750154114
2025-09-16,0.15837623762376238,0.26952019408328204
2025-09-17,0.21176237623762373,0.28487961950014007
2025-09-18,0.8197227722772277,0.36530569445450767
2025-09-19,0.784079207920792,0.7228754498567349
2025-09-20,0.12863366336633658,0.21565553666299714
2025-09-21,0.100990099009901,0.386486778745022
2025-09-22,0.7940000000000003,0.5236151238203367
2025-09-23,0.8019207920792082,0.41720771850354177
2025-09-24,0.05148514851485148,0.38521195295927235
2025-09-25,0.6811683168316832,0.27956789573150254
2025-09-26,0.6593861386138614,0.762606200589929
2025-09-27,0.011881188118811881,0.2963144093399984
2025-09-28,0.3069306930693069,0.3524101411150411
2025-09-29,0.0,0.38626614377296287
2025-09-30,0.0,0.16810722595899896
2025-10-01,0.0,0.21218789733507448
2025-10-06,0.6554455445544555,0.7033882633846921
2025-10-07,0.2613663366336634,0.5407726849428113
